,race_american_indian,race_asian,race_black,race_native_hawaiian,race_white,race_other,bike_freq
5140,0,0,0,0,1,0,5
5141,0,0,0,0,1,0,5
5144,0,1,0,0,0,0,3
5146,0,0,0,0,1,0,5
5148,0,0,0,0,1,0,5
5150,0,0,0,0,1,0,1
5153,0,0,0,0,1,0,5
5162,0,1,0,1,0,0,3
5163,0,0,0,0,1,0,5
5164,0,1,0,0,0,0,2
5166,0,1,0,0,0,0,5
5168,0,0,0,0,1,0,4
5171,0,0,0,0,1,0,2
5174,0,1,0,0,0,0,5
5175,0,0,0,0,1,0,5
5176,0,0,0,0,1,0,5
5185,1,0,0,0,1,0,5
5186,0,1,0,0,0,0,5
5188,0,0,0,0,1,0,5
5191,0,1,0,0,0,0,5
5192,0,0,0,0,1,0,5
5195,0,0,1,0,1,0,1
5199,0,0,0,0,1,0,5
5200,0,0,0,0,1,0,6
5202,0,0,0,0,1,0,5
5203,0,0,0,0,0,1,1
5205,0,0,0,0,1,0,5
5209,0,0,0,0,1,0,2
5214,0,0,0,0,1,0,5
5217,0,0,0,0,1,0,5
5218,0,0,0,0,1,0,5
5220,0,0,0,0,1,0,5
5221,0,0,0,0,1,0,5
5226,0,0,0,0,0,1,4
5227,0,0,0,0,1,0,2
5228,0,0,1,1,1,0,4
5230,0,1,0,0,0,0,6
5231,0,0,0,0,1,0,5
5233,0,0,0,0,1,0,4
5237,0,0,0,0,1,0,1
5238,0,0,0,0,1,0,1
5239,0,0,0,0,1,0,5
5240,0,0,0,0,1,0,5
5242,0,0,0,0,1,0,5
5244,0,0,0,0,1,0,5
5247,0,0,0,0,0,1,5
5250,0,1,0,0,0,0,5
5251,0,1,0,1,0,0,5
5252,0,0,0,0,1,0,5
5254,0,0,0,0,1,0,5
5255,0,0,0,0,1,0,1
5257,0,0,0,0,1,0,1
5259,0,0,0,0,1,0,5
5261,0,0,0,0,1,0,5
5267,0,0,0,0,1,0,2
5268,0,0,1,0,0,0,5
5269,0,0,0,0,1,0,5
5270,0,0,0,0,1,0,4
5274,0,0,0,0,1,0,5
5276,0,1,0,0,0,0,4
5279,0,0,0,0,1,0,1
5280,0,0,0,0,1,0,5
5282,0,0,0,0,1,0,1
5284,0,0,0,0,1,0,1
5286,0,0,0,0,1,0,5
5287,0,0,0,0,1,0,3
5290,0,0,0,0,1,0,5
5294,0,0,1,0,0,0,5
5295,0,0,0,0,1,0,5
5296,0,0,1,0,0,0,2
5298,0,0,0,0,1,0,4
5299,0,0,0,1,0,0,5
5300,0,1,0,0,0,0,4
5305,0,1,0,0,0,0,5
5307,0,1,0,0,0,0,2
5310,0,1,0,0,0,0,5
5313,0,0,0,0,1,0,4
5315,0,1,0,0,0,0,5
5318,0,1,0,0,0,0,5
5324,0,1,0,0,0,0,5
5328,0,1,0,0,0,0,1
5336,0,0,0,0,1,0,5
5340,0,0,0,0,1,0,5
5344,0,0,0,0,1,0,5
5345,0,1,0,0,0,0,5
5347,0,1,0,0,0,0,5
5348,0,0,0,0,1,0,3
5351,0,0,0,0,1,0,5
5353,0,1,0,0,0,0,4
5357,0,0,0,0,1,0,5
5360,0,0,0,0,0,1,5
5361,0,1,0,0,0,0,5
5363,0,1,0,0,0,0,2
5365,0,1,0,0,0,0,5
5368,0,0,0,0,1,1,5
5371,0,0,0,0,1,1,5
5373,0,0,0,0,1,0,5
5374,0,1,0,0,0,0,5
5375,0,1,0,0,0,0,5
5378,0,0,0,0,1,0,5
5381,0,0,0,0,1,0,5
5382,0,1,0,0,0,0,4
5386,0,0,0,0,1,0,2
5388,0,0,0,0,0,1,5
5392,0,0,0,0,1,0,5
5396,0,1,0,0,0,0,4
5399,0,0,0,0,1,0,5
5404,0,1,0,0,0,0,5
5405,0,1,0,0,0,0,5
5410,0,0,0,0,1,0,5
5414,0,0,0,0,1,0,5
5416,0,0,0,0,1,0,2
5419,0,1,0,0,0,0,6
5420,0,1,0,0,0,0,5
5422,0,1,0,0,0,0,2
5423,0,0,0,0,1,0,5
5425,0,0,0,0,1,0,5
5426,0,1,0,0,0,0,5
5430,0,1,0,0,0,0,4
5443,0,0,0,0,1,1,5
5445,0,1,0,0,0,0,5
5447,0,0,0,0,1,0,5
5449,0,0,0,0,1,0,5
5451,0,1,0,0,0,0,5
5452,0,0,1,0,0,0,5
5453,0,0,0,0,1,0,4
5454,0,0,0,0,1,0,6
5455,0,0,1,0,0,0,4
5457,0,0,1,0,0,0,5
5460,0,0,0,0,1,0,6
5462,0,0,0,0,1,0,2
5464,0,0,0,0,1,0,4
5470,0,0,0,0,0,1,5
5471,0,0,1,0,0,0,5
5476,0,0,0,0,0,1,4
5478,0,0,0,0,1,0,6
5480,0,0,0,0,1,0,3
5483,0,1,0,0,0,0,5
5490,0,0,1,0,0,0,4
5494,0,1,0,0,0,0,5
5497,0,0,1,0,0,0,5
5500,0,0,1,0,0,0,5
5502,0,0,0,0,1,0,5
5515,0,0,0,0,1,0,5
5519,0,0,1,0,0,0,5
5525,0,0,1,0,0,0,4
5528,0,1,0,0,0,0,4
5531,0,0,0,0,1,0,5
5534,0,1,0,0,0,0,2
5535,0,0,0,0,1,0,5
5537,0,0,1,0,0,0,5
5539,0,0,0,0,1,0,5
5551,0,0,0,0,0,1,5
5553,0,0,1,0,0,0,5
5560,0,0,0,0,1,0,5
5562,0,0,0,1,0,0,5
5563,0,0,0,0,1,0,5
5565,0,0,0,0,1,0,6
5567,0,0,1,0,0,0,5
5570,0,0,0,0,1,0,5
5576,0,1,0,0,0,0,4
5581,0,0,1,0,0,0,1
5583,0,0,0,0,0,1,5
5586,0,1,0,0,0,0,5
5591,0,0,1,0,0,0,2
5592,0,0,0,0,0,1,4
5596,0,0,1,0,0,0,5
5599,0,1,0,0,0,0,5
5602,0,1,0,0,0,0,6
5608,0,0,1,0,0,0,5
5610,0,0,0,0,1,0,5
5613,0,0,0,0,1,0,4
5615,0,0,0,0,1,0,4
5616,0,0,1,0,0,0,5
5619,0,0,1,0,0,0,5
5621,1,0,0,0,0,0,5
5624,0,0,0,0,1,0,5
5634,0,0,0,0,1,0,5
5636,0,0,1,0,0,0,2
5641,0,0,0,0,1,0,5
5644,0,1,0,0,0,0,1
5653,0,1,0,0,0,0,5
5655,0,0,0,0,1,0,5
5662,0,0,0,0,1,0,5
5666,0,0,0,0,1,0,5
5668,0,0,1,0,0,0,6
5669,0,1,0,0,1,0,6
5674,0,0,1,0,0,0,5
5678,1,0,1,0,0,0,4
5682,0,0,0,0,0,1,5
5684,0,0,0,0,1,0,1
5686,0,0,1,0,0,0,5
5688,0,0,0,0,1,0,4
5693,0,0,1,0,0,0,5
5698,0,0,0,0,1,0,2
5701,0,0,1,0,0,0,1
5702,0,0,0,0,1,0,5
5704,0,0,1,0,0,0,6
5706,0,0,0,0,1,0,5
5708,0,0,0,0,1,0,5
5709,0,0,0,0,1,0,5
5714,0,0,0,0,1,0,5
5718,0,0,0,0,1,0,5
5722,0,0,1,0,0,0,5
5723,0,1,0,0,0,0,5
5726,0,0,0,0,1,0,5
5728,0,0,0,0,0,1,5
5730,0,0,0,1,0,0,5
5740,0,0,0,0,1,0,5
5742,0,0,0,0,1,0,5
5747,0,0,0,0,1,0,4
5748,0,0,0,0,1,0,2
5751,0,0,1,0,0,0,5
5752,0,0,0,0,1,0,5
5756,0,1,0,0,0,0,5
5758,0,0,0,0,1,0,5
5760,0,1,0,0,0,0,4
5763,0,0,0,0,1,0,5
5771,0,0,0,0,1,0,2
5776,0,0,1,0,0,0,5
5780,0,0,0,0,1,0,1
5782,0,0,0,0,1,0,5
5784,0,0,0,0,1,0,1
5787,0,0,0,0,1,0,5
5789,0,0,0,0,1,0,4
5795,0,0,0,0,1,0,5
5796,0,0,1,0,0,0,5
5798,0,0,0,0,1,0,4
5802,0,0,0,0,1,0,5
5804,0,0,0,0,1,0,3
5805,0,0,0,0,1,0,4
5806,0,0,0,0,1,0,1
5811,0,0,0,0,1,0,4
5812,0,0,0,0,1,0,5
5816,0,0,0,0,1,0,5
5820,0,0,0,0,1,0,5
5824,0,0,0,0,0,1,1
5827,0,0,1,0,0,0,4
5833,0,0,0,0,1,0,3
5837,0,0,0,0,1,0,4
5840,0,0,1,0,0,0,5
5842,0,1,0,0,0,0,2
5848,0,0,1,0,0,0,5
5849,0,0,0,0,1,0,5
5851,0,0,0,0,0,1,5
5855,0,0,0,0,1,0,4
5856,0,0,0,0,1,0,5
5857,0,0,1,0,0,0,4
5864,0,1,0,0,0,0,4
5866,0,0,0,0,1,0,5
5871,0,1,0,0,0,0,5
5872,0,0,0,0,1,0,5
5874,0,0,0,0,1,0,2
5877,0,0,1,0,0,0,5
5881,0,1,0,0,0,0,5
5883,0,0,0,0,1,0,2
5887,0,0,0,0,1,0,5
5890,0,0,0,0,1,0,5
5894,0,0,0,0,1,0,5
5895,0,0,0,0,1,0,5
5898,0,1,0,0,0,0,5
5899,0,0,0,0,0,1,5
5901,0,0,0,0,1,0,5
5903,0,0,0,0,1,1,2
5907,0,0,0,0,1,0,1
5913,0,0,0,0,1,0,5
5914,0,0,0,0,1,0,4
5917,0,0,1,0,0,0,5
5920,0,0,0,0,1,0,6
5922,0,0,0,0,1,0,5
5926,0,1,0,0,0,0,5
5929,0,0,1,0,0,0,3
5933,0,0,0,0,1,0,5
5939,0,0,0,0,0,1,5
5940,0,0,0,0,1,0,4
5941,0,0,0,0,0,1,2
5946,0,0,1,0,0,0,5
5948,0,0,1,0,0,0,5
5949,0,1,0,0,0,0,4
5951,0,1,0,0,0,0,5
5955,0,0,1,0,0,0,5
5958,0,1,0,0,0,0,5
5960,0,0,1,0,0,0,5
5964,0,0,0,0,1,0,1
5967,0,0,0,0,1,0,2
5971,0,1,0,0,0,0,2
5973,0,1,0,0,0,0,5
5977,0,0,0,0,0,1,5
5982,0,1,0,0,0,0,5
5986,0,0,1,0,0,0,2
5988,0,1,0,0,0,0,4
5992,0,0,1,0,0,0,5
5996,0,1,0,0,0,0,5
6003,0,0,1,0,0,0,5
6006,0,0,1,0,0,0,5
6015,0,0,1,0,0,0,5
6018,0,1,0,0,0,0,5
6020,0,0,0,0,1,0,5
6022,0,0,0,0,1,0,5
6027,0,0,1,0,0,0,5
6030,0,0,1,0,0,0,5
6032,0,1,0,0,0,0,5
6035,0,0,1,0,0,0,1
6039,0,1,0,0,0,0,4
6043,0,1,0,0,0,0,5
6045,0,0,0,0,1,0,5
6049,0,0,0,0,1,0,5
6052,0,0,1,0,0,0,4
6053,0,0,0,0,1,0,5
6055,0,0,1,0,0,0,4
6059,0,0,1,0,0,0,4
6061,0,0,1,0,0,0,5
6064,0,0,0,0,0,1,4
6065,0,0,1,0,0,0,2
6072,0,0,0,0,1,0,4
6079,0,0,0,0,1,0,5
6083,0,0,0,0,1,0,1
6084,0,0,0,0,1,0,6
6088,0,0,0,0,1,0,5
6092,0,0,1,0,0,0,1
6096,0,0,0,0,1,0,3
6099,0,1,0,0,0,0,5
6101,0,0,0,0,1,0,5
6112,0,0,1,0,0,0,1
6115,0,0,0,0,1,0,5
6121,0,1,0,0,0,0,1
6122,0,0,0,0,1,0,5
6124,0,0,1,0,0,0,5
6125,0,0,0,0,1,0,6
6128,0,0,0,0,1,0,5
6129,0,0,1,0,0,0,6
6133,0,0,0,0,1,0,5
6137,0,0,1,0,1,0,1
6140,0,0,0,0,0,1,6
6148,0,0,1,0,0,0,2
6153,0,0,0,0,1,0,5
6159,0,1,0,0,0,1,4
6162,0,0,0,0,1,0,5
6166,0,0,0,0,0,1,2
6168,0,0,0,0,1,0,1
6170,0,0,1,0,0,0,5
6171,0,0,1,0,0,0,4
6175,0,0,0,0,0,1,5
6179,0,0,0,0,1,0,5
6183,0,0,1,0,0,0,5
6186,0,0,1,0,0,0,5
6189,0,0,0,0,0,1,5
6190,0,0,1,0,0,1,5
6198,1,0,0,0,1,0,5
6200,0,0,1,0,0,0,5
6204,0,0,1,0,0,0,5
6206,0,0,1,0,0,0,5
6208,0,0,0,0,0,1,4
6221,0,0,0,0,0,1,2
6223,0,0,1,0,0,0,3
6226,0,0,0,0,1,0,5
6230,0,0,0,0,1,0,5
6233,0,0,0,0,1,0,5
6236,0,0,0,0,0,1,5
6240,0,0,1,0,0,0,4
6241,0,0,0,0,1,0,1
6243,0,0,1,0,0,0,5
6246,0,0,0,0,0,1,5
6247,0,0,1,0,0,0,5
6249,0,0,0,1,0,0,5
6251,1,1,1,0,1,0,5
6255,0,0,0,0,0,1,5
6262,0,0,1,0,0,0,5
6269,0,0,1,0,0,0,4
6277,0,0,1,0,0,0,5
6283,0,0,0,0,0,1,4
6286,0,0,1,0,0,0,5
6290,0,0,1,0,0,0,5
6293,0,0,0,1,0,0,5
6299,0,0,1,0,0,0,5
6301,0,0,0,0,1,0,3
6306,0,0,1,0,0,0,5
6312,0,0,1,0,0,0,5
6315,0,0,1,0,0,0,1
6316,0,0,0,0,1,0,2
6320,0,0,0,0,1,0,4
6326,0,0,0,0,1,0,5
6327,0,0,1,0,0,0,5
6331,0,0,0,0,0,1,5
6333,0,0,0,0,0,1,4
6336,0,0,0,0,1,0,5
6339,0,1,0,0,0,0,1
6341,0,0,0,0,1,0,5
6342,0,0,0,0,1,0,5
6343,0,0,0,0,1,0,5
6346,1,0,0,0,0,0,3
6348,0,0,0,0,1,0,5
6350,0,0,0,0,1,0,5
6353,0,0,0,0,1,0,5
6354,0,0,0,0,1,0,4
6356,0,0,0,0,1,0,6
6361,0,0,0,0,1,0,5
6365,0,0,0,0,1,0,5
6367,0,0,0,0,0,1,5
6369,0,1,0,0,0,0,5
6372,0,1,0,0,0,0,5
6373,0,1,0,0,0,0,4
6377,0,0,0,0,1,0,5
6379,0,0,0,0,1,0,1
6381,0,0,0,0,1,0,5
6387,0,0,1,0,1,1,5
6390,0,0,0,0,1,0,5
6398,0,0,0,0,1,0,5
6400,0,0,0,0,0,1,5
6406,0,0,0,0,1,0,5
6408,0,0,0,0,1,0,6
6409,0,1,0,0,1,0,5
6413,0,0,0,0,1,0,5
6415,0,0,0,0,1,0,4
6417,0,0,0,0,1,0,4
6420,0,0,0,0,1,0,5
6424,0,0,0,0,0,1,5
6428,0,0,0,0,1,0,5
6431,1,0,0,0,0,0,5
6436,0,0,0,0,1,0,5
6448,0,1,0,0,0,0,3
6450,0,0,0,0,0,1,5
6453,0,1,0,0,0,0,5
6457,0,1,0,0,0,0,4
6459,0,0,0,0,1,0,5
6462,0,0,0,0,1,0,5
6466,1,0,0,0,1,0,5
6468,0,0,0,0,1,0,5
6472,0,0,0,0,1,0,5
6474,0,0,0,0,1,0,5
6477,0,0,0,0,1,0,5
6483,0,0,0,0,0,1,5
6486,0,0,0,1,0,0,4
6488,0,0,0,0,1,0,5
6494,0,0,0,0,1,0,4
6495,0,1,0,0,0,0,5
6496,0,1,0,0,0,0,5
6501,0,0,0,0,1,0,5
6502,0,0,0,0,1,0,5
6506,0,0,0,0,0,1,4
6508,0,0,0,0,0,1,4
6521,0,0,0,0,1,0,5
6524,0,0,1,0,0,0,4
6528,0,0,0,0,1,0,5
6529,0,0,1,0,0,0,5
6530,0,1,0,0,0,0,5
6534,0,1,0,0,0,0,5
6535,0,1,0,0,0,0,5
6536,0,0,0,0,1,0,5
6538,0,0,0,0,1,0,5
6543,0,0,0,0,1,0,5
6548,0,0,0,0,1,0,5
6549,1,0,0,0,0,0,5
6550,0,0,0,0,1,0,6
6552,0,0,0,0,1,0,4
6556,0,0,0,0,1,0,5
6558,0,0,1,0,0,0,2
6561,0,0,0,0,1,0,5
6562,0,0,0,0,1,0,5
6563,0,0,0,0,1,0,5
6565,0,0,0,0,1,0,1
6566,0,0,0,0,1,0,3
6567,0,0,1,0,0,0,6
6570,0,0,1,0,0,0,5
6571,0,0,0,0,1,0,6
6573,0,0,0,0,1,0,2
6576,0,0,0,0,1,0,1
6579,0,0,0,0,1,0,5
6580,0,0,0,0,0,1,5
6584,0,0,0,0,1,0,5
6587,0,1,0,0,0,0,4
6592,0,0,0,0,1,0,5
6593,0,0,0,0,1,0,5
6594,0,0,0,0,1,0,5
6596,0,1,0,0,0,0,4
6600,0,0,0,0,1,0,4
6601,0,0,0,0,1,0,5
6603,0,0,0,0,1,0,1
6606,0,0,0,0,1,0,5
6608,0,1,0,0,0,0,3
6609,0,0,0,0,1,0,1
6611,0,0,0,0,1,0,6
6612,0,0,0,0,1,0,5
6613,0,0,0,0,1,0,6
6614,0,0,0,0,1,0,5
6616,0,0,0,0,1,0,5
6618,0,0,0,0,1,0,4
6620,0,1,0,0,0,0,4
6626,0,0,0,0,1,0,5
6627,0,0,0,0,1,0,5
6628,0,0,0,0,1,0,5
6634,0,0,0,0,1,0,5
6636,0,0,0,0,1,0,5
6637,0,0,0,0,1,0,6
6639,0,0,0,0,1,0,5
6641,0,0,0,0,1,0,2
6642,0,0,0,0,1,0,5
6643,0,0,0,0,1,0,4
6644,0,0,0,0,0,1,5
6647,0,0,1,0,0,0,5
6652,0,1,0,0,0,0,5
6655,0,0,0,0,1,0,4
6658,0,0,0,0,1,0,2
6661,0,0,0,0,1,0,5
6664,0,0,0,0,0,1,5
6666,0,0,0,0,0,1,5
6667,0,0,0,0,1,0,5
6669,0,0,0,0,0,1,5
6674,0,1,0,0,0,0,2
6677,0,1,0,0,0,0,5
6682,0,0,0,0,1,0,5
6683,0,0,0,0,1,0,5
6684,0,1,0,0,0,0,5
6685,0,0,1,0,0,0,5
6687,0,0,1,0,0,0,4
6693,0,0,0,0,1,0,1
6694,0,0,0,0,1,0,5
6695,0,0,0,0,1,0,3
6697,0,1,0,0,0,0,2
6701,0,0,0,0,1,0,5
6702,0,0,0,0,1,0,5
6704,0,1,0,0,0,0,5
6707,0,1,0,0,0,0,3
6710,0,0,0,0,1,0,5
6712,0,0,0,0,1,0,2
6716,0,0,0,0,1,0,6
6718,0,0,0,0,1,0,5
6720,0,1,0,0,0,0,3
6722,0,0,0,0,1,0,2
6727,0,0,0,0,1,0,5
6728,0,1,0,0,0,0,5
6730,0,0,0,0,1,0,5
6732,0,0,0,0,1,0,5
6739,0,0,1,0,0,0,5
6740,0,0,0,0,1,0,5
6742,0,0,0,0,1,0,5
6743,0,0,0,0,0,1,5
6747,0,0,0,0,1,0,5
6748,0,0,1,0,0,0,5
6753,0,0,0,0,1,0,1
6755,0,0,1,0,0,0,5
6756,0,0,1,0,0,0,5
6757,0,0,1,0,0,0,5
6761,0,0,0,0,1,0,5
6763,0,0,0,0,1,0,4
6766,0,0,0,0,1,0,6
6771,0,0,1,0,0,0,4
6772,0,0,0,0,1,0,5
6775,0,0,0,0,1,0,5
6776,0,0,1,0,0,0,5
6777,0,0,0,0,1,0,5
6779,0,0,0,0,1,0,4
6781,0,0,0,0,1,0,1
6787,0,0,1,0,0,0,5
6788,0,0,0,0,0,1,5
6789,0,0,0,0,1,0,5
6795,0,0,0,0,1,0,5
6796,0,0,0,0,1,0,5
6799,0,0,1,0,0,0,5
6803,0,0,0,0,1,0,1
6806,0,0,0,0,0,1,5
6808,0,0,0,0,0,1,5
6810,0,0,0,0,0,1,3
6811,0,0,0,0,1,0,2
6816,0,1,0,0,1,0,5
6817,0,0,0,0,1,0,5
6819,0,0,0,0,1,0,5
6821,0,0,0,0,1,0,6
6823,0,0,0,0,1,0,4
6824,0,0,0,0,0,1,5
6825,0,0,0,0,0,1,6
6829,0,0,1,0,0,0,3
6830,0,0,0,0,1,0,5
6831,0,0,0,0,1,0,5
6833,0,0,1,0,0,0,5
6834,0,0,0,0,1,0,5
6841,0,0,0,0,1,0,5
6849,0,0,1,0,0,0,5
6850,0,0,0,0,1,0,5
6851,0,0,0,0,1,0,6
6852,0,0,0,0,1,0,5
6853,0,0,0,0,1,0,5
6854,0,0,0,0,1,0,5
6862,0,0,0,1,0,0,4
6863,0,0,0,0,1,0,5
6866,0,0,0,0,1,0,6
6868,0,0,0,0,1,0,5
6881,0,1,0,0,0,0,5
6883,0,1,0,0,1,0,5
6884,0,0,0,0,1,0,6
6886,0,0,0,0,1,0,6
6887,0,0,0,0,1,0,5
6888,0,0,0,0,1,0,6
6891,0,0,0,0,1,0,5
6893,0,0,0,0,1,0,1
6894,0,0,1,0,0,0,5
6895,0,0,0,0,1,0,5
6898,0,0,0,0,1,0,1
6904,0,0,0,0,1,0,5
6906,0,0,0,0,1,0,4
6908,0,0,0,0,1,0,4
6910,0,0,0,0,1,0,5
6912,0,0,1,0,0,0,5
6913,0,0,1,0,0,0,5
6916,0,0,0,0,0,1,5
6920,0,0,0,0,1,0,4
6923,0,0,0,0,1,0,4
6925,0,0,0,0,1,0,4
6926,0,1,0,0,0,0,1
6929,0,0,1,0,0,0,5
6930,0,0,0,0,1,0,3
6932,0,0,0,0,1,0,4
6936,0,0,0,0,1,0,6
6942,0,0,0,0,0,1,5
6949,0,0,0,0,1,0,5
6950,0,0,0,0,1,0,5
6952,0,0,0,0,1,0,4
6955,0,0,0,0,1,0,5
6956,0,0,0,0,1,0,5
6957,0,0,0,0,1,0,6
6959,0,0,0,0,1,0,5
6962,0,0,1,0,0,0,2
6966,0,0,0,0,1,0,5
6968,1,0,1,0,0,0,5
6970,0,1,0,0,0,0,4
6971,0,0,0,0,1,0,4
6975,0,0,0,0,0,1,5
6977,0,0,0,0,1,0,5
6979,0,0,0,0,1,0,5
6980,0,0,0,0,0,1,6
6984,1,0,1,0,0,0,6
6986,0,0,0,0,1,0,4
6989,0,0,0,0,1,0,5
6990,0,1,0,0,0,0,5
6994,0,1,0,0,0,0,5
6998,0,0,0,0,1,0,5
7001,0,0,1,0,0,0,1
7004,0,1,0,0,0,0,5
7010,0,0,1,0,0,0,5
7012,0,0,0,0,1,0,5
7019,0,0,1,0,0,0,5
7020,0,0,1,0,0,0,5
7022,0,0,1,0,0,0,5
7026,0,0,0,0,1,0,5
7030,0,0,1,0,0,0,5
7032,0,0,0,0,1,0,5
7034,0,0,0,0,0,1,5
7038,0,0,0,0,0,1,2
7044,0,0,1,0,0,0,5
7046,0,0,0,0,0,1,5
7048,0,1,0,0,0,0,5
7053,0,0,1,0,0,0,2
7056,0,0,1,0,0,0,5
7057,0,0,0,0,1,0,5
7060,0,0,0,0,1,0,5
7063,0,1,0,0,1,0,6
7071,0,0,0,0,1,0,5
7074,1,0,0,0,0,0,3
7079,0,0,0,0,1,0,2
7081,0,1,0,0,0,0,2
7082,0,0,0,0,1,0,5
7085,0,0,0,0,1,0,5
7086,0,0,0,0,1,0,6
7090,0,0,0,0,1,0,5
7091,0,0,0,0,1,0,5
7093,0,0,1,0,0,0,5
7094,0,0,0,0,1,0,5
7095,0,0,0,0,1,0,5
7096,0,0,0,0,1,0,5
7100,0,0,0,0,1,0,2
7101,0,0,0,0,1,0,4
7102,0,0,0,0,1,0,5
7104,0,0,1,0,0,0,5
7106,0,0,0,0,1,0,4
7111,0,0,0,0,1,0,4
7114,0,0,0,0,1,0,5
7118,0,0,0,0,1,1,5
7120,0,1,0,0,0,0,4
7121,0,0,0,0,1,0,3
7122,0,0,0,0,1,0,5
7125,0,0,0,0,0,1,4
7127,0,0,0,0,1,0,4
7129,0,0,0,0,1,0,5
7130,0,0,0,0,1,0,5
7131,0,0,0,0,1,0,5
7133,0,0,1,0,0,0,5
7135,0,0,1,0,0,0,5
7147,0,0,0,0,1,0,1
7153,0,0,0,0,1,0,5
7154,0,1,0,0,0,0,5
7156,0,0,0,0,1,0,5
7157,0,0,0,0,1,0,5
7159,0,0,0,0,1,0,5
7161,0,0,1,0,0,0,4
7163,0,0,0,0,0,1,5
7164,0,0,0,0,1,0,4
7166,0,0,0,0,0,1,5
7167,0,0,0,0,0,1,4
7169,0,0,0,0,1,0,5
7175,0,0,1,0,0,0,5
7176,0,0,0,0,1,0,5
7178,0,0,0,0,1,0,5
7184,0,0,0,0,1,0,5
7185,0,0,0,0,1,0,3
7186,0,0,0,0,0,1,6
7187,0,0,0,0,1,0,5
7189,0,0,1,0,0,0,5
7190,0,0,0,0,1,1,2
7196,0,0,0,0,1,0,5
7198,0,0,0,0,1,0,6
7200,0,0,0,0,1,0,5
7201,0,0,1,0,0,0,1
7202,0,0,0,0,1,0,3
7204,0,0,0,0,1,0,5
7205,0,0,0,0,1,0,5
7208,1,0,1,0,1,0,5
7210,0,0,0,0,1,0,2
7212,0,0,0,0,1,0,3
7216,0,0,1,0,0,0,6
7218,0,0,1,0,1,0,5
7222,0,0,0,0,1,0,5
7223,0,0,0,0,1,0,3
7225,0,0,1,0,0,0,5
7226,0,0,1,0,0,0,5
7227,0,0,1,0,0,0,5
7233,0,0,1,0,0,0,5
7236,1,0,0,0,0,0,5
7242,0,0,0,0,1,0,5
7243,0,0,0,0,1,0,2
7245,0,0,0,0,1,0,5
7248,0,0,0,0,1,0,4
7249,0,0,0,0,1,0,5
7250,0,0,1,0,0,0,5
7251,0,0,0,0,1,0,5
7252,0,1,0,0,0,0,5
7254,0,0,0,0,1,0,5
7256,0,0,0,0,1,0,4
7263,0,0,0,0,1,0,5
7264,0,0,0,0,1,0,6
7265,0,0,0,0,1,0,6
7267,0,1,0,0,0,0,4
7269,0,0,0,0,0,1,5
7273,0,0,0,0,1,0,6
7274,0,1,0,0,0,0,4
7275,0,0,0,0,1,0,5
7277,0,0,0,0,1,0,4
7281,0,0,1,0,0,1,4
7284,0,0,1,0,0,0,5
7285,0,0,0,0,1,0,5
7287,0,0,0,0,1,0,5
7288,0,0,0,0,1,0,5
7290,0,0,0,0,1,0,5
7292,0,1,0,0,0,0,5
7297,0,0,0,0,1,0,5
7299,0,0,0,0,1,0,2
7300,0,0,1,0,0,0,5
7305,0,0,0,0,1,0,5
7306,0,1,0,0,0,0,3
7312,0,0,0,0,1,0,1
7315,0,0,0,0,1,0,1
7317,0,0,0,0,1,0,5
7323,0,0,0,0,1,0,5
7324,0,0,0,0,1,0,5
7326,0,0,0,0,1,0,5
7327,0,0,0,0,1,0,5
7330,0,0,1,0,0,0,4
7331,0,0,0,0,1,0,5
7332,0,1,0,0,0,0,2
7334,0,0,0,0,1,0,5
7335,0,0,0,0,0,1,5
7339,0,0,0,0,1,0,1
7343,1,0,0,0,1,0,4
7347,0,0,0,0,1,0,1
7348,0,0,0,0,1,0,3
7349,0,0,0,0,1,0,1
7350,0,0,0,0,1,0,6
7352,0,0,0,0,0,1,6
7355,0,0,0,0,1,0,5
7357,0,1,0,0,0,0,5
7361,0,1,0,0,0,0,3
7367,0,0,1,0,0,0,5
7369,0,0,0,0,1,0,4
7370,0,0,1,0,0,0,5
7374,0,0,0,0,1,0,5
7375,0,0,0,0,1,0,5
7376,0,0,0,0,1,0,6
7382,0,0,0,0,0,1,4
7384,0,0,0,0,1,0,2
7386,0,0,0,0,1,0,4
7388,0,0,1,0,0,0,5
7389,0,0,0,0,1,0,5
7391,0,0,1,0,0,0,5
7395,1,0,1,0,0,0,5
7396,0,0,0,0,1,0,6
7400,0,0,1,0,0,0,5
7403,0,0,0,0,1,0,6
7406,0,0,0,0,1,0,5
7409,0,0,0,0,1,0,1
7411,0,1,0,0,0,0,4
7415,0,0,1,0,0,0,5
7416,0,0,0,0,0,1,5
7417,0,0,0,0,0,1,5
7422,0,0,0,0,0,1,5
7425,0,0,0,0,1,0,2
7426,0,0,1,0,0,0,5
7428,0,0,0,0,1,0,4
7433,0,0,0,0,1,0,5
7436,0,0,0,0,1,0,5
7437,0,0,1,0,0,0,5
7438,0,0,1,0,0,0,5
7439,0,0,0,0,1,0,5
7440,0,0,0,0,1,0,5
7443,0,0,1,0,0,0,5
7447,0,0,0,0,1,0,5
7448,0,1,0,0,0,0,5
7455,0,0,0,0,1,0,4
7457,0,0,0,0,1,0,5
7461,0,1,0,0,0,0,5
7462,0,0,0,0,1,0,5
7464,0,0,0,0,1,0,4
7466,0,0,0,0,1,0,5
